activity_id,user_id,activity_date,activity_type,session_duration_min,pages_viewed
A043688,U08755,2024-05-10,Browse,17,17
A043689,U08755,2024-06-06,Browse,32,2
A043690,U08756,2024-11-27,Feature Use,47,17
A043691,U08756,2024-12-26,Cart,21,5
A043692,U08756,2025-01-22,Browse,4,7
A043693,U08757,2024-12-13,Browse,53,8
A043694,U08757,2025-01-12,Purchase,30,20
A043695,U08757,2025-02-11,Purchase,32,20
A043696,U08757,2025-03-13,Purchase,9,17
A043697,U08757,2025-04-16,Login,23,12
A043698,U08758,2024-10-30,Cart,18,15
A043699,U08759,2024-03-31,Purchase,30,15
A043700,U08759,2024-05-03,Purchase,2,7
A043701,U08759,2024-06-02,Login,33,13
A043702,U08759,2024-07-03,Feature Use,37,12
A043703,U08759,2024-07-29,Feature Use,13,17
A043704,U08759,2024-09-02,Feature Use,28,10
A043705,U08759,2024-09-29,Cart,22,11
A043706,U08759,2024-10-31,Purchase,15,3
A043707,U08759,2024-11-29,Purchase,42,12
A043708,U08760,2024-01-19,Purchase,8,10
A043709,U08760,2024-02-18,Feature Use,10,20
A043710,U08761,2024-11-07,Login,43,8
A043711,U08761,2024-12-06,Feature Use,55,18
A043712,U08761,2025-01-08,Browse,18,6
A043713,U08761,2025-02-08,Purchase,56,3
A043714,U08762,2024-06-05,Login,25,6
A043715,U08762,2024-07-05,Purchase,59,18
A043716,U08762,2024-07-30,Purchase,13,15
A043717,U08762,2024-09-01,Login,32,16
A043718,U08762,2024-10-03,Cart,13,7
A043719,U08762,2024-10-30,Browse,2,16
A043720,U08763,2024-07-10,Login,14,15
A043721,U08763,2024-08-08,Login,29,6
A043722,U08763,2024-09-07,Cart,31,14
A043723,U08764,2024-01-24,Login,12,17
A043724,U08764,2024-02-24,Feature Use,10,12
A043725,U08764,2024-03-25,Purchase,46,16
A043726,U08764,2024-04-23,Feature Use,18,20
A043727,U08765,2024-02-18,Cart,32,14
A043728,U08765,2024-03-21,Login,19,13
A043729,U08766,2024-10-29,Browse,43,4
A043730,U08766,2024-11-27,Cart,44,7
A043731,U08767,2024-03-29,Cart,34,11
A043732,U08768,2024-02-29,Browse,31,13
A043733,U08769,2024-10-01,Browse,57,18
A043734,U08769,2024-11-05,Login,50,5
A043735,U08769,2024-12-05,Feature Use,16,6
A043736,U08769,2025-01-01,Login,3,14
A043737,U08770,2024-11-22,Cart,30,13
A043738,U08770,2024-12-24,Purchase,52,9
A043739,U08771,2024-10-12,Cart,53,16
A043740,U08771,2024-11-10,Login,37,14
A043741,U08771,2024-12-10,Login,51,11
A043742,U08771,2025-01-08,Login,31,15
A043743,U08771,2025-02-08,Purchase,41,15
A043744,U08771,2025-03-13,Login,35,16
A043745,U08771,2025-04-08,Feature Use,3,18
A043746,U08771,2025-05-09,Feature Use,44,17
A043747,U08771,2025-06-08,Feature Use,2,10
A043748,U08772,2024-10-27,Browse,31,18
A043749,U08773,2024-02-08,Purchase,4,16
A043750,U08774,2024-01-28,Purchase,14,5
A043751,U08774,2024-02-26,Feature Use,39,10
A043752,U08774,2024-03-27,Feature Use,52,4
A043753,U08774,2024-04-28,Cart,11,12
A043754,U08775,2024-09-13,Cart,28,19
A043755,U08775,2024-10-12,Cart,44,4
A043756,U08775,2024-11-12,Login,60,2
A043757,U08775,2024-12-09,Cart,25,19
A043758,U08775,2025-01-11,Feature Use,26,6
A043759,U08775,2025-02-09,Feature Use,10,1
A043760,U08775,2025-03-08,Login,6,13
A043761,U08775,2025-04-11,Login,4,8
A043762,U08776,2024-01-08,Cart,29,11
A043763,U08776,2024-02-03,Purchase,41,1
A043764,U08776,2024-03-06,Purchase,7,13
A043765,U08776,2024-04-07,Browse,23,16
A043766,U08777,2024-03-13,Purchase,37,15
A043767,U08777,2024-04-12,Login,22,9
A043768,U08777,2024-05-10,Purchase,2,12
A043769,U08777,2024-06-11,Browse,22,13
A043770,U08777,2024-07-13,Login,11,9
A043771,U08777,2024-08-10,Purchase,38,5
A043772,U08778,2024-07-23,Browse,2,17
A043773,U08778,2024-08-21,Login,26,2
A043774,U08778,2024-09-20,Login,18,16
A043775,U08778,2024-10-20,Browse,36,8
A043776,U08778,2024-11-17,Feature Use,58,4
A043777,U08778,2024-12-18,Cart,41,11
A043778,U08778,2025-01-19,Purchase,38,8
A043779,U08778,2025-02-14,Feature Use,58,11
A043780,U08779,2024-06-27,Purchase,4,15
A043781,U08779,2024-07-29,Browse,57,5
A043782,U08779,2024-08-26,Purchase,49,1
A043783,U08779,2024-09-27,Login,12,1
A043784,U08779,2024-10-29,Cart,38,1
A043785,U08780,2024-07-08,Purchase,60,2
A043786,U08780,2024-08-08,Login,55,2
A043787,U08780,2024-09-02,Browse,58,20
A043788,U08780,2024-10-05,Login,48,4
A043789,U08780,2024-11-05,Browse,12,14
A043790,U08780,2024-12-02,Feature Use,5,11
A043791,U08780,2025-01-01,Browse,40,1
A043792,U08780,2025-01-30,Login,11,11
A043793,U08780,2025-03-06,Cart,19,1
A043794,U08780,2025-04-05,Browse,42,2
A043795,U08780,2025-05-01,Purchase,49,18
A043796,U08780,2025-06-03,Purchase,18,6
A043797,U08781,2024-05-27,Purchase,2,19
A043798,U08781,2024-06-29,Purchase,22,18
A043799,U08782,2024-04-12,Login,45,10
A043800,U08783,2024-11-02,Login,44,12
A043801,U08784,2024-05-23,Cart,10,1
A043802,U08785,2024-03-26,Login,2,20
A043803,U08786,2024-01-26,Login,33,20
A043804,U08786,2024-02-21,Purchase,57,13
A043805,U08786,2024-03-23,Cart,18,20
A043806,U08786,2024-04-24,Login,32,3
A043807,U08787,2024-05-21,Purchase,44,10
A043808,U08787,2024-06-22,Feature Use,9,12
A043809,U08787,2024-07-21,Browse,11,16
A043810,U08787,2024-08-20,Login,35,11
A043811,U08787,2024-09-19,Feature Use,47,6
A043812,U08787,2024-10-21,Login,40,3
A043813,U08787,2024-11-18,Purchase,11,16
A043814,U08787,2024-12-19,Login,58,12
A043815,U08787,2025-01-20,Login,37,11
A043816,U08787,2025-02-18,Cart,22,4
A043817,U08787,2025-03-18,Login,27,6
A043818,U08787,2025-04-18,Purchase,26,5
A043819,U08788,2024-09-04,Browse,7,20
A043820,U08788,2024-10-07,Browse,38,20
A043821,U08789,2024-03-26,Cart,55,4
A043822,U08789,2024-04-24,Login,45,7
A043823,U08789,2024-05-26,Feature Use,16,19
A043824,U08790,2024-06-22,Cart,32,3
A043825,U08791,2024-12-12,Login,29,20
A043826,U08791,2025-01-12,Cart,23,11
A043827,U08791,2025-02-11,Feature Use,49,8
A043828,U08791,2025-03-13,Cart,56,7
A043829,U08791,2025-04-10,Feature Use,7,1
A043830,U08791,2025-05-09,Login,33,12
A043831,U08791,2025-06-07,Feature Use,38,3
A043832,U08791,2025-07-11,Feature Use,54,11
A043833,U08791,2025-08-11,Cart,24,1
A043834,U08791,2025-09-08,Feature Use,10,9
A043835,U08791,2025-10-08,Purchase,48,1
A043836,U08791,2025-11-07,Cart,52,11
A043837,U08792,2024-10-23,Purchase,45,10
A043838,U08792,2024-11-20,Purchase,11,3
A043839,U08792,2024-12-20,Browse,51,12
A043840,U08792,2025-01-22,Purchase,33,10
A043841,U08792,2025-02-22,Purchase,12,20
A043842,U08792,2025-03-24,Purchase,7,12
A043843,U08793,2024-04-26,Login,54,15
A043844,U08794,2024-01-21,Login,35,7
A043845,U08795,2024-11-10,Feature Use,22,12
A043846,U08796,2024-05-22,Cart,36,6
A043847,U08796,2024-06-21,Cart,18,11
A043848,U08796,2024-07-24,Login,29,4
A043849,U08796,2024-08-20,Feature Use,10,12
A043850,U08796,2024-09-20,Browse,9,9
A043851,U08796,2024-10-22,Cart,31,12
A043852,U08796,2024-11-20,Feature Use,47,12
A043853,U08796,2024-12-17,Browse,9,17
A043854,U08796,2025-01-21,Login,41,6
A043855,U08796,2025-02-20,Feature Use,35,19
A043856,U08796,2025-03-22,Browse,35,19
A043857,U08796,2025-04-16,Purchase,27,6
A043858,U08797,2024-11-08,Cart,48,11
A043859,U08797,2024-12-08,Feature Use,38,13
A043860,U08797,2025-01-06,Browse,27,19
A043861,U08797,2025-02-02,Purchase,22,16
A043862,U08797,2025-03-05,Browse,49,12
A043863,U08797,2025-04-02,Browse,19,3
A043864,U08797,2025-05-02,Feature Use,15,9
A043865,U08797,2025-06-05,Browse,29,13
A043866,U08797,2025-07-06,Cart,18,6
A043867,U08797,2025-08-03,Cart,60,15
A043868,U08797,2025-09-02,Purchase,54,16
A043869,U08797,2025-10-03,Cart,21,16
A043870,U08798,2024-05-03,Login,44,6
A043871,U08798,2024-06-02,Purchase,41,8
A043872,U08798,2024-06-30,Login,31,11
A043873,U08798,2024-07-31,Feature Use,5,19
A043874,U08798,2024-08-27,Purchase,14,11
A043875,U08798,2024-09-25,Feature Use,41,20
A043876,U08798,2024-10-30,Feature Use,32,20
A043877,U08798,2024-11-27,Purchase,14,16
A043878,U08799,2024-12-21,Cart,54,13
A043879,U08799,2025-01-20,Browse,47,18
A043880,U08799,2025-02-19,Purchase,17,10
A043881,U08799,2025-03-20,Cart,5,9
A043882,U08799,2025-04-22,Purchase,25,6
A043883,U08799,2025-05-19,Feature Use,49,8
A043884,U08799,2025-06-21,Cart,3,13
A043885,U08799,2025-07-18,Browse,57,1
A043886,U08799,2025-08-17,Feature Use,53,16
A043887,U08799,2025-09-17,Cart,23,12
A043888,U08800,2024-10-31,Login,60,4
A043889,U08800,2024-12-03,Purchase,11,2
A043890,U08801,2024-08-04,Browse,49,20
A043891,U08801,2024-09-04,Feature Use,47,14
A043892,U08801,2024-10-07,Cart,49,12
A043893,U08801,2024-11-05,Feature Use,25,8
A043894,U08801,2024-12-03,Feature Use,50,2
A043895,U08801,2025-01-03,Cart,59,9
A043896,U08801,2025-02-04,Browse,32,3
A043897,U08801,2025-03-01,Login,13,17
A043898,U08801,2025-04-02,Purchase,26,10
A043899,U08801,2025-05-05,Feature Use,46,1
A043900,U08801,2025-06-04,Login,54,18
A043901,U08801,2025-07-03,Cart,43,10
A043902,U08802,2024-07-05,Browse,24,15
A043903,U08802,2024-08-01,Browse,12,8
A043904,U08802,2024-08-31,Purchase,58,12
A043905,U08803,2024-04-28,Cart,41,14
A043906,U08803,2024-06-01,Login,12,12
A043907,U08803,2024-07-01,Purchase,44,11
A043908,U08803,2024-07-30,Feature Use,6,17
A043909,U08803,2024-08-29,Cart,39,20
A043910,U08803,2024-09-27,Purchase,26,3
A043911,U08803,2024-10-29,Purchase,19,20
A043912,U08803,2024-11-25,Feature Use,18,9
A043913,U08803,2024-12-26,Cart,30,18
A043914,U08803,2025-01-23,Login,25,9
A043915,U08803,2025-02-22,Login,45,16
A043916,U08803,2025-03-28,Feature Use,32,17
A043917,U08804,2024-01-10,Feature Use,4,2
A043918,U08804,2024-02-09,Browse,50,4
A043919,U08804,2024-03-11,Feature Use,20,19
A043920,U08804,2024-04-12,Login,2,11
A043921,U08804,2024-05-10,Browse,9,13
A043922,U08805,2024-05-16,Login,32,17
A043923,U08805,2024-06-16,Feature Use,28,6
A043924,U08805,2024-07-14,Feature Use,52,17
A043925,U08805,2024-08-16,Feature Use,58,1
A043926,U08806,2024-12-05,Feature Use,59,11
A043927,U08806,2025-01-04,Login,5,18
A043928,U08806,2025-02-03,Feature Use,58,9
A043929,U08806,2025-03-05,Purchase,24,6
A043930,U08806,2025-04-05,Purchase,10,15
A043931,U08806,2025-05-04,Login,7,7
A043932,U08806,2025-06-02,Login,48,8
A043933,U08806,2025-07-04,Browse,56,1
A043934,U08806,2025-08-04,Cart,10,20
A043935,U08806,2025-09-03,Purchase,36,14
A043936,U08806,2025-10-05,Cart,44,10
A043937,U08806,2025-11-02,Login,52,20
A043938,U08807,2024-10-05,Cart,59,15
A043939,U08807,2024-11-02,Cart,6,1
A043940,U08808,2024-08-06,Cart,56,18
A043941,U08808,2024-09-05,Login,32,17
A043942,U08808,2024-10-03,Cart,7,17
A043943,U08809,2024-10-07,Purchase,28,16
A043944,U08809,2024-11-09,Login,19,2
A043945,U08810,2024-11-16,Browse,6,7
A043946,U08810,2024-12-17,Feature Use,27,1
A043947,U08810,2025-01-15,Purchase,41,12
A043948,U08810,2025-02-18,Cart,19,11
A043949,U08811,2024-10-24,Browse,39,5
A043950,U08811,2024-11-23,Browse,36,15
A043951,U08811,2024-12-27,Login,56,6
A043952,U08811,2025-01-26,Purchase,52,15
A043953,U08811,2025-02-23,Cart,49,1
A043954,U08811,2025-03-23,Cart,7,20
A043955,U08811,2025-04-23,Browse,47,7
A043956,U08811,2025-05-27,Purchase,59,6
A043957,U08811,2025-06-26,Purchase,16,12
A043958,U08811,2025-07-26,Browse,44,18
A043959,U08811,2025-08-22,Login,14,9
A043960,U08811,2025-09-19,Purchase,20,11
A043961,U08812,2024-08-18,Browse,49,2
A043962,U08812,2024-09-17,Cart,35,4
A043963,U08812,2024-10-14,Login,32,18
A043964,U08812,2024-11-12,Feature Use,3,19
A043965,U08813,2024-12-18,Purchase,25,16
A043966,U08813,2025-01-16,Cart,33,11
A043967,U08813,2025-02-17,Feature Use,8,11
A043968,U08813,2025-03-20,Cart,20,9
A043969,U08813,2025-04-20,Feature Use,39,1
A043970,U08813,2025-05-20,Cart,17,14
A043971,U08814,2024-06-18,Purchase,7,8
A043972,U08814,2024-07-19,Feature Use,33,10
A043973,U08815,2024-02-21,Feature Use,44,19
A043974,U08815,2024-03-26,Feature Use,5,13
A043975,U08815,2024-04-23,Purchase,58,14
A043976,U08815,2024-05-25,Feature Use,29,6
A043977,U08815,2024-06-24,Browse,51,20
A043978,U08815,2024-07-23,Login,30,4
A043979,U08816,2024-06-26,Login,57,8
A043980,U08816,2024-07-26,Browse,53,2
A043981,U08816,2024-08-25,Login,57,16
A043982,U08816,2024-09-21,Login,50,18
A043983,U08816,2024-10-25,Purchase,26,16
A043984,U08816,2024-11-20,Login,15,7
A043985,U08816,2024-12-22,Purchase,18,15
A043986,U08816,2025-01-19,Feature Use,19,9
A043987,U08816,2025-02-21,Purchase,3,9
A043988,U08816,2025-03-22,Cart,12,15
A043989,U08816,2025-04-21,Browse,44,4
A043990,U08816,2025-05-22,Browse,3,10
A043991,U08817,2024-06-19,Login,11,19
A043992,U08817,2024-07-20,Cart,60,4
A043993,U08818,2024-08-14,Purchase,40,10
A043994,U08818,2024-09-08,Feature Use,19,12
A043995,U08818,2024-10-12,Feature Use,48,19
A043996,U08818,2024-11-10,Purchase,39,17
A043997,U08818,2024-12-08,Browse,46,19
A043998,U08818,2025-01-11,Cart,48,12
A043999,U08818,2025-02-10,Browse,35,1
A044000,U08818,2025-03-09,Purchase,24,16
A044001,U08818,2025-04-09,Browse,38,15
A044002,U08818,2025-05-08,Purchase,51,14
A044003,U08818,2025-06-06,Browse,60,13
A044004,U08818,2025-07-09,Login,8,9
A044005,U08819,2024-04-15,Browse,20,4
A044006,U08820,2024-10-16,Browse,8,16
A044007,U08820,2024-11-15,Feature Use,26,16
A044008,U08820,2024-12-18,Purchase,56,15
A044009,U08821,2024-07-09,Cart,27,9
A044010,U08822,2024-03-24,Cart,2,14
A044011,U08823,2024-05-03,Purchase,54,2
A044012,U08823,2024-06-03,Feature Use,39,17
A044013,U08824,2024-03-16,Purchase,33,14
A044014,U08824,2024-04-15,Cart,52,14
A044015,U08825,2024-03-09,Cart,22,14
A044016,U08825,2024-04-08,Purchase,17,3
A044017,U08825,2024-05-04,Purchase,8,1
A044018,U08825,2024-06-08,Login,18,14
A044019,U08825,2024-07-03,Feature Use,3,9
A044020,U08825,2024-08-02,Login,41,11
A044021,U08825,2024-09-03,Login,36,18
A044022,U08825,2024-10-05,Login,50,2
A044023,U08825,2024-11-02,Browse,8,20
A044024,U08825,2024-12-03,Browse,29,3
A044025,U08825,2024-12-30,Purchase,22,11
A044026,U08825,2025-02-03,Cart,47,2
A044027,U08826,2024-08-02,Cart,6,6
A044028,U08826,2024-08-31,Browse,39,10
A044029,U08827,2024-05-26,Feature Use,45,5
A044030,U08827,2024-06-25,Browse,38,12
A044031,U08827,2024-07-23,Feature Use,39,7
A044032,U08828,2024-08-08,Feature Use,11,13
A044033,U08828,2024-09-07,Purchase,53,19
A044034,U08828,2024-10-05,Browse,3,10
A044035,U08828,2024-11-08,Browse,57,5
A044036,U08828,2024-12-05,Browse,55,12
A044037,U08829,2024-04-12,Browse,3,13
A044038,U08829,2024-05-16,Login,51,16
A044039,U08829,2024-06-11,Purchase,27,12
A044040,U08830,2024-05-04,Browse,35,12
A044041,U08831,2024-01-12,Feature Use,57,13
A044042,U08832,2024-01-24,Purchase,47,20
A044043,U08832,2024-02-22,Feature Use,43,12
A044044,U08832,2024-03-24,Browse,53,12
A044045,U08832,2024-04-20,Cart,8,10
A044046,U08833,2024-09-11,Feature Use,17,11
A044047,U08833,2024-10-13,Feature Use,26,3
A044048,U08833,2024-11-09,Purchase,53,8
A044049,U08833,2024-12-13,Login,5,5
A044050,U08833,2025-01-10,Feature Use,27,18
A044051,U08834,2024-02-16,Login,16,5
A044052,U08834,2024-03-13,Feature Use,60,7
A044053,U08834,2024-04-14,Browse,11,6
A044054,U08835,2024-01-18,Feature Use,41,7
A044055,U08835,2024-02-18,Purchase,15,9
A044056,U08835,2024-03-19,Purchase,51,10
A044057,U08835,2024-04-15,Purchase,51,9
A044058,U08836,2024-07-14,Purchase,32,18
A044059,U08836,2024-08-12,Login,20,15
A044060,U08836,2024-09-07,Browse,48,5
A044061,U08836,2024-10-12,Browse,17,10
A044062,U08836,2024-11-09,Cart,38,19
A044063,U08836,2024-12-06,Feature Use,49,15
A044064,U08836,2025-01-09,Cart,22,7
A044065,U08836,2025-02-09,Cart,58,8
A044066,U08836,2025-03-11,Cart,56,13
A044067,U08836,2025-04-06,Purchase,31,3
A044068,U08836,2025-05-09,Login,51,20
A044069,U08836,2025-06-09,Cart,23,14
A044070,U08837,2024-01-18,Feature Use,43,11
A044071,U08837,2024-02-16,Purchase,55,2
A044072,U08837,2024-03-20,Purchase,55,8
A044073,U08837,2024-04-21,Login,55,1
A044074,U08837,2024-05-20,Login,60,15
A044075,U08837,2024-06-16,Browse,7,17
A044076,U08837,2024-07-17,Purchase,58,2
A044077,U08837,2024-08-14,Browse,35,2
A044078,U08837,2024-09-15,Browse,59,4
A044079,U08837,2024-10-14,Feature Use,32,15
A044080,U08837,2024-11-17,Login,11,19
A044081,U08837,2024-12-12,Feature Use,48,17
A044082,U08838,2024-03-17,Browse,30,19
A044083,U08838,2024-04-14,Browse,55,19
A044084,U08838,2024-05-15,Browse,11,19
A044085,U08838,2024-06-12,Feature Use,8,17
A044086,U08838,2024-07-15,Purchase,15,12
A044087,U08838,2024-08-16,Feature Use,9,20
A044088,U08838,2024-09-11,Feature Use,16,20
A044089,U08838,2024-10-15,Purchase,7,6
A044090,U08838,2024-11-13,Browse,59,13
A044091,U08838,2024-12-12,Browse,59,12
A044092,U08838,2025-01-13,Browse,51,18
A044093,U08838,2025-02-11,Browse,56,12
A044094,U08839,2024-12-14,Feature Use,10,7
A044095,U08839,2025-01-16,Feature Use,18,18
A044096,U08839,2025-02-13,Cart,28,20
A044097,U08839,2025-03-14,Feature Use,15,19
A044098,U08839,2025-04-16,Purchase,46,5
A044099,U08839,2025-05-14,Cart,29,1
A044100,U08839,2025-06-10,Cart,21,12
A044101,U08839,2025-07-11,Login,13,17
A044102,U08839,2025-08-13,Login,12,15
A044103,U08839,2025-09-11,Login,33,2
A044104,U08839,2025-10-10,Cart,44,6
A044105,U08839,2025-11-10,Cart,13,1
A044106,U08840,2024-04-27,Login,6,18
A044107,U08840,2024-05-26,Cart,50,2
A044108,U08840,2024-06-26,Feature Use,12,1
A044109,U08840,2024-07-29,Feature Use,25,11
A044110,U08840,2024-08-29,Feature Use,13,4
A044111,U08840,2024-09-27,Purchase,43,6
A044112,U08840,2024-10-27,Purchase,53,9
A044113,U08841,2024-05-16,Cart,13,16
A044114,U08841,2024-06-11,Cart,30,17
A044115,U08841,2024-07-13,Cart,26,16
A044116,U08841,2024-08-11,Purchase,45,5
A044117,U08842,2024-06-25,Browse,36,19
A044118,U08842,2024-07-26,Feature Use,50,5
A044119,U08842,2024-08-23,Purchase,57,18
A044120,U08842,2024-09-20,Browse,7,17
A044121,U08842,2024-10-19,Purchase,38,12
A044122,U08842,2024-11-23,Browse,33,6
A044123,U08842,2024-12-22,Purchase,38,19
A044124,U08842,2025-01-18,Cart,54,19
A044125,U08843,2024-07-04,Cart,17,6
A044126,U08843,2024-08-05,Cart,44,19
A044127,U08843,2024-09-02,Login,11,4
A044128,U08843,2024-10-04,Purchase,21,19
A044129,U08844,2024-10-07,Browse,30,19
A044130,U08844,2024-11-08,Feature Use,43,1
A044131,U08844,2024-12-05,Browse,58,4
A044132,U08844,2025-01-03,Purchase,29,16
A044133,U08845,2024-12-30,Login,31,18
A044134,U08845,2025-01-26,Cart,10,16
A044135,U08845,2025-02-26,Feature Use,21,14
A044136,U08845,2025-03-27,Cart,20,5
A044137,U08845,2025-04-27,Cart,26,2
A044138,U08846,2024-03-22,Login,10,2
A044139,U08846,2024-04-21,Login,9,5
A044140,U08846,2024-05-17,Feature Use,11,10
A044141,U08847,2024-11-23,Purchase,39,20
A044142,U08847,2024-12-18,Feature Use,29,9
A044143,U08847,2025-01-21,Purchase,16,14
A044144,U08847,2025-02-19,Feature Use,55,9
A044145,U08847,2025-03-20,Login,10,15
A044146,U08848,2024-03-20,Browse,48,8
A044147,U08848,2024-04-20,Cart,24,2
A044148,U08849,2024-08-07,Feature Use,20,20
A044149,U08850,2024-10-11,Browse,6,8
A044150,U08851,2024-06-22,Feature Use,20,11
A044151,U08851,2024-07-21,Purchase,26,5
A044152,U08851,2024-08-22,Purchase,47,6
A044153,U08851,2024-09-18,Feature Use,38,16
A044154,U08851,2024-10-22,Feature Use,27,5
A044155,U08851,2024-11-21,Cart,56,16
A044156,U08851,2024-12-21,Login,28,5
A044157,U08851,2025-01-15,Cart,17,16
A044158,U08851,2025-02-19,Cart,20,12
A044159,U08852,2024-08-24,Cart,33,11
A044160,U08853,2024-12-06,Feature Use,22,10
A044161,U08853,2025-01-05,Browse,48,7
A044162,U08853,2025-02-06,Cart,48,6
A044163,U08853,2025-03-10,Login,41,1
A044164,U08853,2025-04-04,Purchase,53,1
A044165,U08853,2025-05-04,Login,37,15
A044166,U08853,2025-06-04,Browse,2,11
A044167,U08853,2025-07-04,Login,21,11
A044168,U08853,2025-08-07,Feature Use,58,13
A044169,U08853,2025-09-06,Feature Use,45,7
A044170,U08853,2025-10-04,Browse,40,9
A044171,U08853,2025-11-04,Browse,53,19
A044172,U08854,2024-09-05,Browse,45,3
A044173,U08855,2024-04-28,Feature Use,2,10
A044174,U08855,2024-05-29,Cart,23,1
A044175,U08855,2024-06-26,Purchase,23,6
A044176,U08855,2024-07-28,Browse,47,17
A044177,U08855,2024-08-28,Feature Use,53,13
A044178,U08855,2024-09-27,Purchase,57,2
A044179,U08856,2024-03-11,Purchase,54,4
A044180,U08856,2024-04-08,Purchase,6,7
A044181,U08856,2024-05-12,Purchase,39,6
A044182,U08856,2024-06-11,Feature Use,25,15
A044183,U08856,2024-07-12,Purchase,11,3
A044184,U08857,2024-04-11,Feature Use,7,14
A044185,U08857,2024-05-12,Feature Use,58,6
A044186,U08857,2024-06-08,Login,41,20
A044187,U08857,2024-07-11,Browse,26,12
A044188,U08857,2024-08-08,Feature Use,46,13
A044189,U08857,2024-09-05,Browse,45,14
A044190,U08857,2024-10-05,Cart,53,11
A044191,U08858,2024-01-16,Login,6,4
A044192,U08858,2024-02-17,Login,51,10
A044193,U08858,2024-03-18,Cart,2,1
A044194,U08859,2024-09-15,Login,37,15
A044195,U08860,2024-03-27,Login,14,19
A044196,U08860,2024-04-23,Cart,42,17
A044197,U08860,2024-05-22,Feature Use,35,12
A044198,U08860,2024-06-23,Cart,27,17
A044199,U08861,2024-11-06,Purchase,46,4
A044200,U08861,2024-12-06,Feature Use,27,19
A044201,U08861,2025-01-04,Feature Use,22,16
A044202,U08862,2024-07-20,Login,2,4
A044203,U08862,2024-08-22,Purchase,23,13
A044204,U08863,2024-12-06,Purchase,5,19
A044205,U08863,2025-01-10,Purchase,56,15
A044206,U08863,2025-02-06,Login,53,19
A044207,U08863,2025-03-07,Cart,15,13
A044208,U08863,2025-04-07,Browse,46,3
A044209,U08863,2025-05-06,Feature Use,35,2
A044210,U08863,2025-06-06,Cart,58,7
A044211,U08863,2025-07-06,Feature Use,57,12
A044212,U08863,2025-08-05,Login,16,5
A044213,U08863,2025-09-02,Purchase,51,20
A044214,U08863,2025-10-07,Purchase,60,13
A044215,U08863,2025-11-03,Login,56,12
A044216,U08864,2024-07-28,Feature Use,43,11
A044217,U08864,2024-08-27,Cart,17,5
A044218,U08864,2024-09-27,Feature Use,27,8
A044219,U08864,2024-10-23,Cart,51,9
A044220,U08864,2024-11-24,Purchase,30,2
A044221,U08864,2024-12-25,Browse,27,20
A044222,U08864,2025-01-22,Login,40,9
A044223,U08864,2025-02-22,Purchase,34,4
A044224,U08864,2025-03-21,Login,20,11
A044225,U08864,2025-04-25,Feature Use,56,16
A044226,U08864,2025-05-24,Purchase,37,8
A044227,U08864,2025-06-24,Cart,41,4
A044228,U08865,2024-11-30,Login,52,11
A044229,U08865,2024-12-30,Login,6,16
A044230,U08865,2025-01-27,Purchase,36,11
A044231,U08865,2025-02-28,Purchase,31,16
A044232,U08865,2025-03-28,Feature Use,22,2
A044233,U08865,2025-05-01,Purchase,35,20
A044234,U08865,2025-05-27,Browse,57,4
A044235,U08865,2025-06-26,Login,14,3
A044236,U08865,2025-07-30,Feature Use,14,15
